289.2359931	1902.955902
296.0568429	1898.958511
302.875686	1895.403602
310.382835	1890.077259
318.5662494	1885.634375
325.3870993	1881.636984
332.215976	1875.869663
339.0348191	1872.314754
346.5419681	1866.988411
353.3628179	1862.99102
360.8699669	1857.664677
368.3690889	1854.108263
374.5136733	1849.227412
382.0168088	1844.786033
388.1593864	1840.347665
396.3407942	1836.347263
402.4873852	1831.02393
409.9865073	1827.467516
416.8133773	1822.142678
424.3145061	1818.143782
431.1393694	1813.261426
437.962226	1808.821552
445.4673682	1803.937691
452.2922315	1799.055335
459.7933603	1795.056439
466.6182235	1790.174083
473.4390734	1786.176692
480.9442156	1781.292831
487.7670722	1776.852957
495.2722144	1771.969096
495.2722144	1771.969096
502.095071	1767.529223
509.5982065	1763.087844
516.4210631	1758.647971
523.9241986	1754.206592
530.0667762	1749.768224
537.567905	1745.769327
544.3927683	1740.886971
551.8938971	1736.888075
558.7187603	1732.005719
565.5396102	1728.008328
